,Nombre,Título,Fecha,Rating,Reviews,Tipo
850,Nicks,Genial para picar,29 de diciembre de 2016,40,"Quería algo ligero para comer y ajustaba perfecta ensalada mediterránea y servicio tenía refresco era buena, con una decoración muy rústica de gente con que habla por sí mismo de buena relación calidad-precio","RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
851,Nicks,"Sitio pequeño, con buena comida y buena cerveza",1 de septiembre de 2016,50,Me encantó este lugar. Su local. Los bocadillos son excelentes y la cerveza muy agradable. IPA... raro de encontrar. Me encantó este lugar.,"RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
852,Nicks,Gran café para el almuerzo,12 de marzo de 2016,40,Después de varios meses de queso único colombiano (triste y sin sabor) encontré un plato de queso de asesino a Nicks. La comida en este lugar informal. Usted puede incluso conseguir la ración de queso y pasar del resto.,"RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
853,Nicks,Gran degustación sándwiches,17 de febrero de 2016,40,"Mi perience e sólo ha sido a la hora del almuerzo y ofrecen unos maravillosos sandwichs de degustación, el servicio es muy bueno. buen precio.","RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
854,Nicks,Fantástico,25 de enero de 2016,50,Un gran lugar para pasar el rato con amigos en un ambiente relajado. La cerveza y la comida es fantástica. Merece la pena comer o beber allí.,"RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
855,Nicks,Un fantástico lugar en Bogota,25 de enero de 2016,50,"Un gran lugar para tomar una cerveza, comer un bocadillo -con él mejor los ingredientes y superior, todos con el mejor zanahoria pastel en la ciudad . El personal fantástico","RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
856,Nicks,Justo donde usted lo necesita,19 de enero de 2016,50,"Gran lugar para una cerveza, habla inglés y perros. Incluso llamado un bocadillo después de mí, prueba la Patrick. jamón y queso Classic.","RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
857,Nicks,"Gran ambiente, el servicio y la comida",18 de enero de 2016,50,Me gusta este restaurante tiene un ambiente muy especial excelente servicio y excelente comida. El lugar está en un barrio muy bonito. Me gusta el ritmo y que es diferente a los restaurantes regulares.,"RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
858,Nicks,Excelentes bocadillos,18 de enero de 2016,50,"Muy buen ambiente y servicio. Me pedí un sandwich de pastrami de cerdo, que era delicioso. El pastel de chocolate con caramelo era para morirse","RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
859,Nicks,lugar de diversión en Bogotá - buena comida y ambiente informal relajado,18 de enero de 2016,50,Fui a el mes pasado de Nick y yo nos lo pasamos de maravilla. amable y entendido. Amplia selección de cervezas y buena música. Diversión y gente simpática. Sin duda recomendaría Nick's.,"RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
860,Nicks,Mejor ambiente,18 de enero de 2016,50,comming Se siente como hogar de su propia cocina. De alguna manera Los Nicks consigue hacer que todos se sientan como en casa.,"RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
861,Nicks,Encantador y acogedor,25 de septiembre de 2015,40,"Gran variedad de ensaladas y sándwiches, buenas vibraciones, el lugar tiene un ambiente encantador. El servicio es bueno también. Los precios son normales.","RANGO DE PRECIOS
$ 18.116 - $ 54.348
TIPOS DE COMIDA
Delicatessen
COMIDAS
Almuerzo, Cena"
862,Rokko Asian Table,Me encanta,24 de marzo de 2021,50,"Es mi lugar favorito de poke y sushi, es delicioso y la atención excelente 👌. Lo visto mínimo 1 vez cada 15 días.","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
863,Rokko Asian Table,Pesimo servicio,7 de noviembre de 2020,10,"El pedido llego totalmente regado porque el empaque no resistio el calor, lo peor es que no lo asumen sino que culpan al domiciliario","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
864,Rokko Asian Table,Excelente,24 de octubre de 2020,50,"Muy buena atención, todos los meseros atentos, sabían del menú, nos recomendaron platos que probamos y nos encantaron, la comida deliciosa, muy rápida la atención, me encantó, volveré pronto","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
865,Rokko Asian Table,Muy buen sitio,11 de marzo de 2020,50,"Rico el ambiente, muy buena la comida y buenos precios. Tienen que probar el lomo a la piedra, es delicioso","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
866,Rokko Asian Table,Grata Experiencia,5 de marzo de 2020,40,Un sitio muy agradable con una buena variedad platos interesantes y muy deliciosos. Sigan las recomendaciones de los meseros quienes orientan muy bien lo que puede ser de su agrado y con toda seguridad van a acertar muy bien. Totalmente recomendado.,"TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
867,Rokko Asian Table,Excelente,28 de febrero de 2020,40,"Rica comida, excelente y oportuno servicio, meseros muy dispuestos, los precios son buenos para el sector y tipo de comida","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
868,Rokko Asian Table,5/5,2 de febrero de 2020,50,"Rokko es una auténtica taberna, es un sitio descomplicado y agradable. El servicio es atento y muy ágil. Los precios son muy buenos. La comida sencillamente espectacular: presentación, calidad, sabor, temperatura, todo perfecto.","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
869,Rokko Asian Table,"Comida deliciosa, terrible servicio",25 de diciembre de 2019,30,"La ambientación perfecta del lugar y los sabores únicos y exóticos, contrastan con la larga espera, unos meseros descuidados y desatentos y en general un servicio deplorable, que daña la experiencia. Ojalá se le ponga atención a esto.","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
870,Rokko Asian Table,La sopa Tom Ka Kai es excepcional!,24 de diciembre de 2019,50,"La sopa Tom Ka Kai es excepcional! La atención muy buena. La cava de cervezas, sakes y vinos aceptable. No perderse el porter house a la parrilla coreana.","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
871,Rokko Asian Table,Cumpleaños de Diana,14 de diciembre de 2019,50,"La comida deliciosa, muy buena atención ... la comida a tiempo .. todo excelente .. un buen sitio para pasar como amigos","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
872,Rokko Asian Table,Deliciosa comida asiatica y lindo restaurante,6 de diciembre de 2019,40,"El restaurante es muy bonito, se encuentra muy bien decorado. Esta muy bien para una celebración especial. La comida es deliciosa. Recomiendo el Lomo a la pimienta. El servicio podría mejorar un poco , cuando llegamos estaba casi vacío y nadie nos prestó atención.","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
873,Rokko Asian Table,Sublime!!!!!,25 de octubre de 2019,50,"El servicio buenisimo, el ambiente me encanto y la comida de verdad deliciosa, ademas de muy buenos precios, recomendadisimoooooo","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
874,Rokko Asian Table,Espectacular,19 de octubre de 2019,50,"El sushi delicioso, combinan sabores de manera magica, el ambiente es muy agradable, la decoracion muy bonita y el servicio extra rapido y amable, muy recomendable","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
875,Rokko Asian Table,Muy buen sitio buena comida buen servicio,6 de octubre de 2019,50,"Vinimos a almorzar y desde que llegamos fue una muy buena experiencia. El sushi y los platos deliciosos. El salmón buena elección, Los arroces espectaculares. En sitio es hermoso. Muy recomendado.","TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
876,Rokko Asian Table,Buena opción,26 de septiembre de 2019,50,Excelente opción para comer asiático en la zona rosa. Muy buen servicio y los sabores muy buenos. Aproximadamente 60.000 pesos por persona.,"TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
877,Rokko Asian Table,Que gran sorpresa. 10/10,24 de septiembre de 2019,50,Que maravilla de restaurante Cada sabor tan diferente Todo de altísima calidad Cada plato mejor que el anterior Las giozas son maravillosas Los rollos magníficos El salmon crudo de sueño Sin duda toca ir El precio súper razonable,"TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
878,Rokko Asian Table,Asía,16 de septiembre de 2019,50,Un lugar divinoooo Muy oriental con música muy especial y la decoración realmente espectacular. El poke lo mejor y con adición de palmito de cangrejo es un Hit!!,"TIPOS DE COMIDA
Asiática, Sushi
COMIDAS
Almuerzo, Cena
CARACTERÍSTICAS
Reservas, Asiento, Servicio de mesa, Sirve alcohol"
879,Attica Fusión,Nada que ver,11 de octubre de 2019,20,"Cocteles de malisima calidad, comida muy muy regular, nada que ver con las fotos. No lo recomiendo para nada.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
880,Attica Fusión,Unos de los mejores restaurantes en La Macarena,18 de julio de 2019,50,"Excelente comida y precios razonables. Los platos con cordero, espectaculares, así como los de camarón. El baklava no me pareció tan bueno, pero de resto todo súper sabroso.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
881,Attica Fusión,Sabores muy agradables,29 de abril de 2019,50,"El lugar muy agradable, buen servicio muy atentos, los platos espectaculares muy buenos sabores excelente presentación","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
882,Attica Fusión,Gratamente sorprendidos,12 de enero de 2019,50,"Toda la comida estuvo muy rica. Los gyros son súper recomendados con las papas en casco. Mejoraría un poco la atención, lo demás está genial.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
883,Attica Fusión,Buen lugar.,11 de noviembre de 2018,50,"Buen restaurante, atencion cordial y simpatica. Gyro falafel muy bueno, las.empanadas como que le falta algo ... pero en general todo rico. Precios calidad exelente","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
884,Attica Fusión,Excelente mezcla de sabor,3 de noviembre de 2018,50,"Descubri de casualidad este restaurante, y excelente sorpresa, la mezcla de los ingredientes es muy buena, recomiendo el plato fusion.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
885,Attica Fusión,Simplemente espectacular,30 de septiembre de 2018,50,"Me encantó, los sabores increíbles, amplia carta, la atención, la cerveza, la decoración, todo super espectacular... Definitivamente volveré","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
886,Attica Fusión,Comida Fusion,29 de septiembre de 2018,50,"Recomendado total, es un Gran Lugar, muy buen Ambiente, Excelente Atención, El menú es muy acertado y Exquisita la Comida.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
887,Attica Fusión,Excelente lugar para compartir una buena comida,29 de septiembre de 2018,50,"Muy buena comida, excelente servicio, lugar muy agradable para ir en grupo o también en solitario. La pasta exquisita y el gyro el mejor que he probado!","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
888,Attica Fusión,Sabor Griego en La Macarena,24 de agosto de 2018,50,"Pequeño acogedor y sabor original, fusion griego-arabe, atencion magnifica y atendido directamente por sus propietarios; totalmente recomendable con precios comodos o realmente bajos.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
889,Attica Fusión,Rica comida,9 de agosto de 2018,50,"Gyros de falafel muy rico, en lugar es comodo y la atencion es muy buena. Lo recomiendo. Calidad /precio muy buena","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
890,Attica Fusión,Delicioso! Recomendado total,20 de julio de 2018,50,"Lindo lugar. Comida deliciosa. Buena relación entre precio, calidad y cantidad. La atención muy buena. Recomiendo el lomito y el hummus de berenjena; fue lo mejor de la experiencia. No dejen de ir. Sin dudas es una gran opción.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
891,Attica Fusión,Estupendo lugar y comida deliciosa,17 de julio de 2018,50,"El lugar es muy lindo, muy cómodo, es el restaurante que más me gusto del barrio la Macarena, recomiendo los gyros y la ensalada griega, es un imperdible en Bogota","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
892,Attica Fusión,Me encanto!!!,26 de mayo de 2018,50,"Un ambiente genial, la comida deliciosa, genial para compartir! Súper recomendado ❤️ mi favorita la ensalada Attica y el Gyro de camarones 🍤✌🏼🦄","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
893,Attica Fusión,Excelente servico! Excelente alternativa!,26 de mayo de 2018,50,"Comida de muy buena calidad y sabor!, servicio muy bueno. Algo diferente para disfrutar y recomendar. Esperamos volver pronto.","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
894,Attica Fusión,100% recomendado!!,18 de mayo de 2018,50,"Delicioso todo, recomiendo el plato fusión de camarones y el baklava de postre.. la atención es excelente y me encanta que de entrada dan una cortesía de la casa!","RANGO DE PRECIOS
$ 12.000 - $ 25.000
TIPOS DE COMIDA
Mediterránea, Griega, Saludable, Internacional, Fusión
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
895,LUNA,Destacada comida Italiana,17 de noviembre de 2019,40,En la Zona T de Bogotá. Excelente atención desde el recibimiento. Delicioso pan bomba de cortesia. Precios acordes con el sitio y con platos exquisitos y muy bien presentados. Quedamos encantados con la atención y amabilidad. Super Recomendado,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
896,LUNA,Excelente comida Italiana,7 de mayo de 2019,40,"Un sitio agradable para compartir una cena, los platos son buenos y no tan costosos. Mi plato favorito la pasta en frutos de mar.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
897,LUNA,DECADENCIA LAMENTABLE,11 de marzo de 2019,10,"Decadencia lamentable. Restaurante para incautos turistas. Después de ser cliente por muchos años, nunca volveré.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
898,LUNA,Comida simplemente deliciosa,13 de diciembre de 2018,40,"Un restaurante de comida italiana, con un sabor espectacular. Si vas en pareja puedes reservar un sitio especial para celebrar","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
899,LUNA,Excelente comida italiana,22 de enero de 2018,50,"Con buena atención, la comida es excelente. La decoración y el ambiente son también buenos. Tiene carta de vinos y gran variedad de pasta y pizza, aunque puede encontrar carnes también, lo que se espera de un restaurante italiano. Precios razonables y ubicación inmejorable.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
900,LUNA,Restaurante italiano,7 de septiembre de 2017,40,Restaurante en la T de comida italiana. La especialidad son las pastas y las pizzas. Las pizzas son hechas en horno de leña. Comida excelente ambiente tranquilo y muy romántico.,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
901,LUNA,Muy bueno,9 de abril de 2017,40,"Una buena ubicación , la carta gigante! Muchas opciones, importante hacer reservación , cualquier cosa que pidas es deliciosa","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
902,LUNA,Excelente servicio y relación precio - valor,27 de marzo de 2017,30,El servicio es rápido y atento. La comida es buena sin ser del otro mundo. Bueno para almuerzos de negocios y esta en plena zona rosa,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
903,LUNA,Bien,15 de febrero de 2017,40,"Tengo la sensación, de que antes era mejor. No se percibe al personal con la mejor actitud. Buena comida, buenas sensaciones.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
904,LUNA,Buen restaurante,30 de septiembre de 2016,30,Pedimos unos linguini frutos del mar y unos tortelones rellenos con fungui y prosciutto en una salsa rosada con parmesano gratinado. Ambos platos estaban buenos. La atención estuvo muy bien. Es un buen restaurante,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
905,LUNA,"Excelente comida, buen servicio, precios razonables",5 de agosto de 2016,40,"Muy sabrosa la comida. Carne, calzone, y rissoto probamos, todos de excelente calidad. Las porciones son abundantes y es muy probable que de un plato puedan compartir.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
906,LUNA,Delicioso!,2 de julio de 2016,50,"Aunque la comida puede demorarse un poco es muy buena, buenas cantidades y buena atención. No es costoso si consideramos el sector y el tipo de calidad que encuentras en el restaurante.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
907,LUNA,Delicioso!!!,26 de mayo de 2016,50,"Lleve a almorzar a un grupo de amigas al mejor restaurante de comida italiana del área, y nos encantó, el servicio excelente y la comida extraordinaria nos sentaríamos en Italia. Lo súper recomiendo!!!","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
908,LUNA,Nos robaron hoy en el restaurante la cartera de uno de los invitados con complicidad de los meseros,5 de diciembre de 2015,10,"Por favor no utilicen este restaurante , el servicio es muy demorado y hay complicidad con los Ladrones que frecuentan este restaurante","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
909,LUNA,Buena Comida,11 de noviembre de 2015,40,"Es un muy buen sitio para cenar, tranquilo, buena atención y buenos platos, cumple con todo lo que se requiere para pasar un buen momento, es una buena opción para cenar en este sector.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
910,LUNA,Buena opción italiana,29 de octubre de 2015,40,"Si quieres una muy buena comida italiana este es el lugar, excelente atención , buena relación calidad precio, buena ubicación","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
911,LUNA,Buena comida,15 de octubre de 2015,40,"La comida de luna es deliciosa, es preparada en un tiempo relativamente rápido. Hemos ido con extranjeros y le parece delicioso. La carta es muy amplia.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
912,LUNA,Vas a lo fijo,19 de agosto de 2015,40,"Buen trato, buena calidad de comida, precios justos. No es comida de autor ni es del todo italiano, a veces la comida puede resultar un poco pesada, pero vale la pena volver","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
913,LUNA,Muy Bueno,30 de julio de 2015,40,"Me gusta este restaurante, excelente en pizza y pastas. Agradable para cenar o ir en fin de semana al almuerzo.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
914,LUNA,Excelente en comida italiana,18 de julio de 2015,50,"La pizza es deliciosa, así como también un excelente menú de pastas Comí en la terraza que tiene una excelente vista al sector","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
915,LUNA,A desmejorado,16 de junio de 2015,30,"Esta bien situado, buena vista, pero la atencion algo deficiente, por ser un sitio de buena ubicacion se pinchan y no cuidan que el cliente este comodo, prefieren dejar que se vayan, porque saben que la mesa no les queda desocupada.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
916,LUNA,Noche de Amor,3 de junio de 2015,50,"excelente ubicacion, especialidad de la casa y gran y magnifica atencion hacen de este lugar uno de los mas agradables de bogota","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
917,LUNA,INCREÍBLE COMIDA ITALIANA,28 de mayo de 2015,40,"Me gustó mucho este lugar, la comida es muy agradable y bien preparada, la atención es muy buena y las entradas deliciosas, sin duda volveré...","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
918,LUNA,italiano,21 de mayo de 2015,40,espectaculares las entradas y la pizza. los platos prinicipales no esttaban a la altura y llegaron frios. para la proxima pediria vino y todas las entradas que esta fuera de serie la sentada afuera para tomar cafe y fumar esta muy buena,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
919,LUNA,Simplemente DELICIOSO!,14 de mayo de 2015,50,"Debo decir que amo la comida italiana y este lugar es excelente para ello. EL ambiente y la decoración del lugar son magníficos, la tgención maravillora y la comidad INIGUALABLE.","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
920,LUNA,luna,29 de enero de 2015,40,A mi particularmente cuando viajo me gusta comer comida tipica del lugar. Pero si les gusta la comida italiana esta es una opción!,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
921,LUNA,Visiten LUNA!,28 de enero de 2015,40,"Excelente experiencia con mis amigos, atencion inigualable. buenos precios excelente ambiente recomendado 100%","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
922,LUNA,La pasta es exquisita,28 de enero de 2015,50,"La pasta es exquisita una de las mejores que he probado además el restaurante esta muy bien ubicado, Me encanta","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
923,LUNA,Excelente,13 de enero de 2015,50,excelente restaurante italia en plena zona de t de bogota. La comida es muy buena y los precios tambien son muy buenos,"RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
924,LUNA,Como siempre SUPERIOR!!!,23 de diciembre de 2014,50,"Luna, es comida obligada cada vez que salimos en familia, una gran atencion para un paladar exquisito, eso si, aseguren reserva que la verdad lo vale!!!","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
925,LUNA,Perfecto para un dia soleado,29 de marzo de 2014,40,"Tiene una terraza con la mejor vista de la zona, buenos vinos, la pasta y ensaladas son buenas y lo mejor el Pan bomba","RANGO DE PRECIOS
$ 90.580 - $ 362.319
TIPOS DE COMIDA
Italiana, Pizzería, Europea
DIETAS ESPECIALES
Apto para vegetarianos"
