,Nombre,Título,Fecha,Rating,Reviews,Tipo
0,Stromboli,Pésimo servicio.,Fecha de la visita: octubre de 2020,10,"Pésimo servicio. Hicimos una reserva que no guardaron, no nos ofrecieron ninguna excusa y no nos dieron solución.","Italiana, Pizzería"
1,Stromboli,Deep dish pizza las mejores de Bogotá!,Fecha de la visita: septiembre de 2020,30,Buenisimas las deep dish pizza! de pepperoni y la chicago! brutales! altamente recomendadas de a poco espero ir probando las demas!,"Italiana, Pizzería"
2,Stromboli,La mejor pizza estilo Chicago de Bogotá,Fecha de la visita: agosto de 2019,40,"Las pizzas están todas deliciosa, pero particularmente la pizza estilo Chicago fue mi favorita. También deben pedir unos champiñones de entrada y por supuesto un postre al final.","Italiana, Pizzería"
3,Stromboli,Recomendadisimo!,Fecha de la visita: noviembre de 2019,50,Excelente atención y muy rica la pizza! Me hicieron muyy felizzzzz en mi cumpleaños. Recomendadisimo,"Italiana, Pizzería"
4,Stromboli,Buena pizza,Fecha de la visita: noviembre de 2019,50,"Restaurante muy acogedor especialidad pizza y pasta, las primeras con sabores diferentes, ejemplo la de morcilla de Burgos y una muy buena variedad de otros sabores","Italiana, Pizzería"
5,Stromboli,"Buenos ingredientes, buen sabor!",Fecha de la visita: noviembre de 2019,50,"Muy buenas deep dish pizzas! Ambiente agradable y el jugo de Lulo con yerbabuena recomendado!!! Precios justos, promedio por persona 40k más postre👌🏼","Italiana, Pizzería"
6,Stromboli,Increíble opción,Fecha de la visita: noviembre de 2019,50,"La mejor pizza de Bogotá. Los ingredientes súper frescos, el servicio insuperable y un muy bien ambiente con dj en vivo. Uno de los restaurantes mas lindos en los que he estado :) 100% recomendado","Italiana, Pizzería"
7,Stromboli,Pizzas de calidad,Fecha de la visita: octubre de 2019,50,"Pizzaría con muy buenas pizzas. Se nota que los ingredientes son de calidad. Además, el local está muy agradable, con un patio muy acogedor. Muy recomendable","Italiana, Pizzería"
8,Stromboli,No es buena la comida,Fecha de la visita: julio de 2019,10,Fuimos con un grupo de amigos. Los meseros súper arrogantes no se les puede preguntar nada. La comida la verdad no me pareció nada buena y adicional muy cara para las porciones. El sitio está bien decorado pero nada más.,"Italiana, Pizzería"
9,Stromboli,Momentos,Fecha de la visita: junio de 2019,50,"Entorno muy agradable, buena música y excelente comida, las deep dish pizza deliciosas, muy recomendable","Italiana, Pizzería"
10,Stromboli,Visitando,Fecha de la visita: mayo de 2019,50,"Una excelente visita y atención en Stromboli, las pizzas son deliciosas y la atención maravillosa, no dejen de visitarlos","Italiana, Pizzería"
11,Stromboli,Excelente comida la mejor pizza que comi en bogota,Fecha de la visita: mayo de 2019,40,"ayer estuve en el local se llena mucho, pero valió la pena la espera la comida exquisita, los cocteles de otro mundo con una atención muy buena, estaba de cumple y hasta un brownie nos dieron la verdad lo recomiendo con los ojos cerrados","Italiana, Pizzería"
12,Stromboli,Pizza especial,Fecha de la visita: marzo de 2019,50,"Muy buena pizza estilo Chicago, es la especialidad, muy rica, muy natural, con sabores frescos. Recomendada","Italiana, Pizzería"
13,Stromboli,Buena comida pero deberían mejorar la atención.,Fecha de la visita: febrero de 2019,40,"Fuimos por qué es un restaurante muy recomendado en Bogotá, pero siempre su lunar negro es la atención, desde para reservar hasta en el restaurante. Deberías ser más atentos. La comida buenisima. El queso paipa fundido lo mejor.","Italiana, Pizzería"
14,Stromboli,¡Chicago Colombia!,Fecha de la visita: enero de 2019,50,"Una excelente combinación entre ingredientes de la casa, colombianos y el estilo Chicago Muy recomendado","Italiana, Pizzería"
15,Stromboli,Pizza deliciosa,Fecha de la visita: octubre de 2018,50,"Primera vez que visitó el restaurante, y la atención fue increíble, todo el personal súper atento. La comida deliciosa con muy buena cantidad de salsa.","Italiana, Pizzería"
16,Stromboli,Deep dish,Fecha de la visita: agosto de 2018,40,Probamos el queso paipa con jarabe de lulo como entrada. Buen sabor pero un poco costoso. No dejen de probar la pizza deep dish. Buenos ingredientes y buena coccion. Precio acorde con calidad y servicio. Ambiente agradable y buena musica.,"Italiana, Pizzería"
17,Stromboli,Increíble,Fecha de la visita: julio de 2018,50,Es el mejor restaurante de Dip Dish Pizza en Bogotá. Sin duda uno de los mejores a los que he ido en el mundo.,"Italiana, Pizzería"
18,Stromboli,Muy sabroso,Fecha de la visita: julio de 2018,40,Primera visita. Pedimos pasta y pizza tradicional... ¡qué sabor! Un producto hecho con gusto. Felicitaciones.,"Italiana, Pizzería"
19,Stromboli,¡Hay que probarlo!,Fecha de la visita: febrero de 2018,50,"El lugar es muy agradable, el servicio es atento y la comida es buena. Procuren pedir pizzas con ingredientes que no hayan probado, le da más misterio a la comida y vive la experiencia completa. Recomendado para ir con amigos o un domingo en familia.","Italiana, Pizzería"
20,Stromboli,Buena alternativa pizzera,Fecha de la visita: diciembre de 2017,50,"Es un lugar alternativo para probar una buena pizza, sobre todo la deep dish pizza, al estilo de Chicago. También el ambiente es muy bueno, muy urbano, aunque es un poquito demorado, pero vale la pena la espera. Recomendado a lo amantes de la pizza.","Italiana, Pizzería"
21,Stromboli,Rica pizza al estilo Chicago,Fecha de la visita: octubre de 2017,40,"Con masa moderadamente gruesa, pero eso sí crocante, combina sabores que dan gusto al paladar. Ambiente acogedor y esmerada atención.","Italiana, Pizzería"
22,Stromboli,Me en canta! Es uno de mis lugares favoritos,Fecha de la visita: agosto de 2017,50,"La comida es deliciosa, he ido explorando diferentes platos de la carta y ninguno me ha decepcionado. Muy buen ambiente para comer y tomarse unos tragos,el servicio siempre es muy bueno por parte de los meseros.","Italiana, Pizzería"
23,Stromboli,Delicioso y algo nuevo,Fecha de la visita: marzo de 2017,50,"Nos encantó la deepdish pizza, aunque el resto de la comida también deliciosa... el local y el servicio muy buenos, estuvimos muy a gusto....volveremos! Gracias stromboli","Italiana, Pizzería"
24,Stromboli,Servicio,Fecha de la visita: julio de 2017,30,"Demorado, informalidad en la entrega del pedido, pocos ayudantes para el # de personas que lo frecuentan, costoso y porciones pequeñas, la pizza no sabe a pizza sabe revuelto de ingredientes","Italiana, Pizzería"
25,Stromboli,Delicioso,Fecha de la visita: mayo de 2017,50,"La comida es deliciosa, el tiempo de espera es de más o menos una media hora, tiene un aire muy romántico el lugar. La deep dish pizza es deliciosa, en especia la de salchicha de ternera, los meseros son muy amables y serviciales.","Italiana, Pizzería"
26,Stromboli,Muy bueno,Fecha de la visita: abril de 2017,40,La especialidad de la casa es excelente y no es pesada. El sitio es muy lindo. Es una opción ingeniosa para comer pizza,"Italiana, Pizzería"
27,Stromboli,"Tienen buena idea, mal explotada",Fecha de la visita: enero de 2017,10,"A pesar de que le dije a la mesera que no cobrará la propina, la incluyo y se le dejo adicional, me parece el colmo que aun cuando ella sabia que sin propina la incluyo y no dijo nada.","Italiana, Pizzería"
28,Stromboli,Deliciosa Pizza,Fecha de la visita: noviembre de 2016,40,"Esta ubicado en un muy buen lugar en quinta camacho, el sitio es muy agradable y su depp dish pizza es muy deliciosa, la masa de la pizza le da el toque.","Italiana, Pizzería"
29,Stromboli,La mejor pizza de Bogotá!,Fecha de la visita: febrero de 2017,50,"Pizza deliciosa! Mis favoritas, la de setas al ajillo y de tocineta con manzana....La masa y la salsa son lo mejor!","Italiana, Pizzería"
30,Stromboli,La mejor!,Fecha de la visita: enero de 2017,50,"Hace más de un año que no íbamos y definitivamente sigue siendo la mejor pizza de Bogotá, ambiente cálido acogedor y servicio amable","Italiana, Pizzería"
31,Stromboli,Grato reencuentro,Fecha de la visita: enero de 2017,40,Despues de mucho tiempo el reencuentro con grandes amigos en un sitio muy interesante. De preparaciones interesantes y buen servicio. Evidentemente la pizza es la mejor oocion. Pero disfrutar de el queso paipa de entrada o los postres del sitio es recomendable.,"Italiana, Pizzería"
32,Stromboli,Cena,Fecha de la visita: agosto de 2016,50,"Es un increible ambiente para ir a cenar o comer pizza deep dish con amigos o familia, es un lugar pequeño, como un pequeño jardin con luces en los arboles, la pizza es muy rica, una porción tiene 4 divisiones, ideal para dos personas.","Italiana, Pizzería"
33,Stromboli,ESPECTACULAR!!,Fecha de la visita: octubre de 2016,50,Es una pizza espectacular!! la atención es excelente y el ambiente es increible. Recomendadisima la Deep Dish Pizza de Salchicha de ternera.,"Italiana, Pizzería"
